Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating,Month,Year,Day
ORD00504,Lipstick,Beauty,6566.03,5,32830.15,20-04-2024,COD,2.6,April,2024,Saturday
ORD00505,Bedsheet,Home & Kitchen,18799.05,3,56397.15,01-02-2025,UPI,4.3,February,2025,Saturday
ORD00506,Headphones,Electronics,8436.71,5,42183.55,13-04-2024,Wallet,4.9,April,2024,Saturday
ORD00507,Cookware Set,Home & Kitchen,19380.5,4,77522,23-06-2024,UPI,3.3,June,2024,Sunday
ORD00508,Lipstick,Beauty,20228.05,3,60684.15,01-02-2025,UPI,1.2,February,2025,Saturday
ORD00509,Laptop,Electronics,28606.86,5,143034.3,16-08-2024,UPI,4.8,August,2024,Friday
ORD00510,Fiction Novel,Books,16803.76,4,67215.04,26-05-2024,Wallet,4,May,2024,Sunday
ORD00511,Face Cream,Beauty,18093.34,5,90466.7,21-01-2025,Credit Card,4.2,January,2025,Tuesday
ORD00512,Tablet,Electronics,31737.13,5,158685.65,12-04-2024,Net Banking,4,April,2024,Friday
ORD00513,Lipstick,Beauty,49861.17,3,149583.51,24-09-2024,UPI,2.5,September,2024,Tuesday
ORD00514,Educational Book,Books,21233.35,1,21233.35,02-09-2024,COD,1.7,September,2024,Monday
ORD00515,Sofa Cover,Home & Kitchen,776.91,5,3884.55,16-07-2024,COD,4.2,July,2024,Tuesday
ORD00516,Lipstick,Beauty,25542.71,1,25542.71,14-12-2024,UPI,2.2,December,2024,Saturday
ORD00517,Sneakers,Clothing,10818.28,5,54091.4,22-07-2024,UPI,1.6,July,2024,Monday
ORD00518,Tablet,Electronics,45801.19,5,229005.95,24-10-2024,Credit Card,2.4,October,2024,Thursday
ORD00519,Face Cream,Beauty,6963.56,2,13927.12,06-12-2024,Debit Card,3.3,December,2024,Friday
ORD00520,Smartphone,Electronics,37082.11,1,37082.11,12-06-2024,UPI,4.4,June,2024,Wednesday
ORD00521,Cookbook,Books,6842.69,1,6842.69,04-06-2024,UPI,3.6,June,2024,Tuesday
ORD00522,Perfume,Beauty,7283.96,1,7283.96,08-04-2024,COD,2,April,2024,Monday
ORD00523,Cookware Set,Home & Kitchen,218.58,5,1092.9,20-04-2024,Wallet,4.8,April,2024,Saturday
ORD00524,Laptop,Electronics,38689.7,3,116069.1,28-09-2024,Debit Card,1.9,September,2024,Saturday
ORD00525,Table Lamp,Home & Kitchen,8863.97,2,17727.94,26-09-2024,UPI,4.5,September,2024,Thursday
ORD00526,Sneakers,Clothing,12472.17,5,62360.85,23-04-2024,UPI,1.9,April,2024,Tuesday
ORD00527,Jeans,Clothing,8734.44,1,8734.44,26-10-2024,Debit Card,2.5,October,2024,Saturday
ORD00528,Perfume,Beauty,32422.04,5,162110.2,18-02-2024,Net Banking,1.9,February,2024,Sunday
ORD00529,Laptop,Electronics,45532.34,5,227661.7,28-04-2024,Credit Card,3.6,April,2024,Sunday
ORD00530,Face Cream,Beauty,22534.8,4,90139.2,30-08-2024,COD,1.4,August,2024,Friday
ORD00531,Self-Help Book,Books,26058.55,1,26058.55,28-10-2024,UPI,2,October,2024,Monday
ORD00532,Bedsheet,Home & Kitchen,13348.84,2,26697.68,27-07-2024,COD,4.2,July,2024,Saturday
ORD00533,Table Lamp,Home & Kitchen,46792.3,1,46792.3,16-06-2024,Credit Card,4.9,June,2024,Sunday
ORD00534,Sofa Cover,Home & Kitchen,15764.25,4,63057,12-05-2024,COD,4,May,2024,Sunday
ORD00535,Smartwatch,Electronics,45019,5,225095,07-01-2025,COD,4.7,January,2025,Tuesday
ORD00536,Dress,Clothing,42794.4,4,171177.6,25-06-2024,COD,4.6,June,2024,Tuesday
ORD00537,Educational Book,Books,492.53,1,492.53,15-04-2024,Credit Card,4.4,April,2024,Monday
ORD00538,Sofa Cover,Home & Kitchen,30721.51,4,122886.04,28-07-2024,Wallet,3.4,July,2024,Sunday
ORD00539,Cookware Set,Home & Kitchen,17162.64,3,51487.92,12-07-2024,COD,4.7,July,2024,Friday
ORD00540,Cookbook,Books,45888.54,3,137665.62,08-04-2024,Credit Card,2,April,2024,Monday
ORD00541,Table Lamp,Home & Kitchen,49052.43,3,147157.29,02-12-2024,Debit Card,4.5,December,2024,Monday
ORD00542,Sofa Cover,Home & Kitchen,2435.97,1,2435.97,30-03-2024,Credit Card,2.3,March,2024,Saturday
ORD00543,Table Lamp,Home & Kitchen,48128.02,4,192512.08,13-05-2024,Wallet,3.2,May,2024,Monday
ORD00544,Perfume,Beauty,47111.56,5,235557.8,30-04-2024,UPI,2.9,April,2024,Tuesday
ORD00545,Educational Book,Books,8091.3,5,40456.5,14-08-2024,Credit Card,2,August,2024,Wednesday
ORD00546,Bedsheet,Home & Kitchen,43217.1,5,216085.5,18-12-2024,Debit Card,2.6,December,2024,Wednesday
ORD00547,Jacket,Clothing,35592.76,2,71185.52,06-05-2024,Debit Card,4.6,May,2024,Monday
ORD00548,Hair Dryer,Beauty,9534.89,5,47674.45,14-07-2024,Net Banking,4.2,July,2024,Sunday
ORD00549,Shampoo,Beauty,46990.87,4,187963.48,02-04-2024,COD,1.7,April,2024,Tuesday
ORD00550,Table Lamp,Home & Kitchen,31137.03,5,155685.15,29-12-2024,Credit Card,2.6,December,2024,Sunday
ORD00551,Laptop,Electronics,35821.16,4,143284.64,07-02-2025,Debit Card,2.1,February,2025,Friday
ORD00552,Shampoo,Beauty,28156.95,5,140784.75,06-05-2024,UPI,2.7,May,2024,Monday
ORD00553,Lipstick,Beauty,9335.19,2,18670.38,28-11-2024,COD,3.9,November,2024,Thursday
ORD00554,T-Shirt,Clothing,25114.77,2,50229.54,07-08-2024,COD,3.6,August,2024,Wednesday
ORD00555,Lipstick,Beauty,19961.03,3,59883.09,28-11-2024,Credit Card,2.9,November,2024,Thursday
ORD00556,Laptop,Electronics,38488.04,2,76976.08,04-08-2024,UPI,1.1,August,2024,Sunday
ORD00557,Perfume,Beauty,20202.56,5,101012.8,17-05-2024,Credit Card,3.6,May,2024,Friday
ORD00558,Headphones,Electronics,39008.37,3,117025.11,21-09-2024,Net Banking,2.2,September,2024,Saturday
ORD00559,Perfume,Beauty,9946.27,1,9946.27,19-12-2024,Credit Card,1.1,December,2024,Thursday
ORD00560,T-Shirt,Clothing,7994.76,5,39973.8,23-09-2024,Debit Card,1.5,September,2024,Monday
ORD00561,Cookware Set,Home & Kitchen,6341.62,3,19024.86,06-12-2024,Credit Card,4.4,December,2024,Friday
ORD00562,Jeans,Clothing,37503.57,4,150014.28,03-04-2024,COD,1.8,April,2024,Wednesday
ORD00563,Fiction Novel,Books,36760.35,1,36760.35,27-08-2024,Credit Card,1.5,August,2024,Tuesday
ORD00564,Jacket,Clothing,38023.86,5,190119.3,22-07-2024,Credit Card,2.1,July,2024,Monday
ORD00565,Dress,Clothing,17983.34,1,17983.34,20-02-2024,COD,1.5,February,2024,Tuesday
ORD00566,Bedsheet,Home & Kitchen,25457.34,5,127286.7,11-05-2024,UPI,4.3,May,2024,Saturday
ORD00567,Self-Help Book,Books,26220.67,4,104882.68,30-04-2024,Net Banking,3.3,April,2024,Tuesday
ORD00568,Educational Book,Books,48670.07,1,48670.07,01-02-2025,UPI,4.2,February,2025,Saturday
ORD00569,Smartphone,Electronics,12197.36,5,60986.8,10-01-2025,Debit Card,3.5,January,2025,Friday
ORD00570,Tablet,Electronics,14488.22,4,57952.88,25-12-2024,Net Banking,2.7,December,2024,Wednesday
ORD00571,Table Lamp,Home & Kitchen,33547.94,2,67095.88,15-01-2025,Net Banking,1.1,January,2025,Wednesday
ORD00572,Sneakers,Clothing,4800.26,5,24001.3,23-03-2024,UPI,2.2,March,2024,Saturday
ORD00573,Cookware Set,Home & Kitchen,36429.57,4,145718.28,08-04-2024,Credit Card,4.6,April,2024,Monday
ORD00574,Tablet,Electronics,29775.43,4,119101.72,17-02-2024,Debit Card,4.6,February,2024,Saturday
ORD00575,Perfume,Beauty,10736.32,3,32208.96,15-07-2024,UPI,3.7,July,2024,Monday
ORD00576,Self-Help Book,Books,8005.02,5,40025.1,10-05-2024,UPI,2.5,May,2024,Friday
ORD00577,Perfume,Beauty,32078.48,3,96235.44,27-03-2024,Credit Card,4.5,March,2024,Wednesday
ORD00578,Smartwatch,Electronics,31277.18,1,31277.18,10-09-2024,Debit Card,3,September,2024,Tuesday
ORD00579,Headphones,Electronics,31094.13,1,31094.13,03-11-2024,UPI,2.7,November,2024,Sunday
ORD00580,Comic Book,Books,15881.67,4,63526.68,19-01-2025,Wallet,4.3,January,2025,Sunday
ORD00581,Jacket,Clothing,16129.77,4,64519.08,19-06-2024,Debit Card,1,June,2024,Wednesday
ORD00582,Hair Dryer,Beauty,39478.69,5,197393.45,24-11-2024,Credit Card,2.7,November,2024,Sunday
ORD00583,Comic Book,Books,29635.8,3,88907.4,16-01-2025,Credit Card,1.2,January,2025,Thursday
ORD00584,Smartwatch,Electronics,7892.27,2,15784.54,02-05-2024,Net Banking,1.1,May,2024,Thursday
ORD00585,Tablet,Electronics,45112.24,3,135336.72,13-11-2024,Wallet,4.7,November,2024,Wednesday
ORD00586,Jeans,Clothing,26527.78,4,106111.12,15-02-2024,Net Banking,3.7,February,2024,Thursday
ORD00587,Cookware Set,Home & Kitchen,37170.4,5,185852,08-05-2024,Debit Card,3.7,May,2024,Wednesday
ORD00588,Jeans,Clothing,47535.79,5,237678.95,15-02-2024,Debit Card,1.8,February,2024,Thursday
ORD00589,Bedsheet,Home & Kitchen,30252.89,4,121011.56,16-12-2024,Wallet,4.1,December,2024,Monday
ORD00590,Sneakers,Clothing,3126.9,3,9380.7,30-10-2024,COD,1.9,October,2024,Wednesday
ORD00591,Self-Help Book,Books,40295.47,3,120886.41,29-04-2024,UPI,2.8,April,2024,Monday
ORD00592,Perfume,Beauty,462,4,1848,18-06-2024,COD,3.4,June,2024,Tuesday
ORD00593,Lipstick,Beauty,22475.54,3,67426.62,15-03-2024,UPI,1.6,March,2024,Friday
ORD00594,Headphones,Electronics,19218.55,2,38437.1,20-09-2024,Wallet,4.5,September,2024,Friday
ORD00595,Smartwatch,Electronics,31162.39,5,155811.95,16-04-2024,Credit Card,3.4,April,2024,Tuesday
ORD00596,Hair Dryer,Beauty,16017.54,1,16017.54,15-06-2024,UPI,3.5,June,2024,Saturday
ORD00597,Cookware Set,Home & Kitchen,19008.81,4,76035.24,05-07-2024,COD,4.2,July,2024,Friday
ORD00598,Headphones,Electronics,22353.43,3,67060.29,02-12-2024,Debit Card,1.3,December,2024,Monday
ORD00599,Mixer Grinder,Home & Kitchen,30122.28,5,150611.4,30-01-2025,UPI,4.8,January,2025,Thursday
ORD00600,Tablet,Electronics,7289.72,5,36448.6,29-05-2024,Wallet,1.9,May,2024,Wednesday
ORD00601,Smartwatch,Electronics,32122.43,4,128489.72,22-02-2024,COD,2.8,February,2024,Thursday
ORD00602,Sneakers,Clothing,43852.34,3,131557.02,24-04-2024,Net Banking,4.2,April,2024,Wednesday
ORD00603,Bedsheet,Home & Kitchen,23005.86,1,23005.86,18-07-2024,Credit Card,4.8,July,2024,Thursday
ORD00604,Sneakers,Clothing,48580.6,1,48580.6,09-10-2024,UPI,3,October,2024,Wednesday
ORD00605,Face Cream,Beauty,10320.87,5,51604.35,05-02-2025,Wallet,2.8,February,2025,Wednesday
ORD00606,Cookware Set,Home & Kitchen,43149.24,1,43149.24,06-07-2024,UPI,1.9,July,2024,Saturday
ORD00607,Self-Help Book,Books,567.81,4,2271.24,17-01-2025,Wallet,4.5,January,2025,Friday
ORD00608,Comic Book,Books,6705.43,5,33527.15,01-09-2024,Wallet,4.5,September,2024,Sunday
ORD00609,T-Shirt,Clothing,29974.35,5,149871.75,01-01-2025,Wallet,3.1,January,2025,Wednesday
ORD00610,Tablet,Electronics,5739.3,4,22957.2,15-07-2024,Credit Card,4.6,July,2024,Monday
ORD00611,Jeans,Clothing,21417.72,4,85670.88,20-07-2024,Debit Card,4.5,July,2024,Saturday
ORD00612,Table Lamp,Home & Kitchen,25404.68,4,101618.72,11-01-2025,Credit Card,4.6,January,2025,Saturday
ORD00613,Mixer Grinder,Home & Kitchen,27582.01,2,55164.02,13-02-2024,Debit Card,1.5,February,2024,Tuesday
ORD00614,Bedsheet,Home & Kitchen,23584.89,3,70754.67,07-07-2024,Wallet,4.1,July,2024,Sunday
ORD00615,Educational Book,Books,24444.89,3,73334.67,29-08-2024,Wallet,1.2,August,2024,Thursday
ORD00616,Dress,Clothing,8080.22,2,16160.44,07-03-2024,Debit Card,3.6,March,2024,Thursday
ORD00617,Lipstick,Beauty,27860.8,2,55721.6,14-07-2024,Credit Card,2.6,July,2024,Sunday
ORD00618,Fiction Novel,Books,30468.47,3,91405.41,27-06-2024,Credit Card,1.7,June,2024,Thursday
ORD00619,Lipstick,Beauty,7718.78,1,7718.78,28-12-2024,Debit Card,1.1,December,2024,Saturday
ORD00620,Face Cream,Beauty,34866.42,1,34866.42,18-12-2024,COD,3.6,December,2024,Wednesday
ORD00621,Sneakers,Clothing,5369.5,1,5369.5,09-10-2024,COD,3.2,October,2024,Wednesday
ORD00622,Perfume,Beauty,18338.76,5,91693.8,15-02-2024,Wallet,4,February,2024,Thursday
ORD00623,Headphones,Electronics,48287.49,4,193149.96,28-11-2024,UPI,1.1,November,2024,Thursday
ORD00624,T-Shirt,Clothing,18161.01,4,72644.04,13-07-2024,Credit Card,2.3,July,2024,Saturday
ORD00625,Jeans,Clothing,21064.01,3,63192.03,14-07-2024,Net Banking,1.9,July,2024,Sunday
ORD00626,Fiction Novel,Books,8598.22,5,42991.1,07-02-2025,UPI,1.4,February,2025,Friday
ORD00627,Smartwatch,Electronics,27897.4,2,55794.8,05-11-2024,COD,1.8,November,2024,Tuesday
ORD00628,Lipstick,Beauty,3153.16,2,6306.32,27-08-2024,Net Banking,4.4,August,2024,Tuesday
ORD00629,Headphones,Electronics,25634.9,1,25634.9,01-10-2024,Net Banking,4.3,October,2024,Tuesday
ORD00630,Smartphone,Electronics,9427.83,3,28283.49,14-06-2024,Net Banking,4.2,June,2024,Friday
ORD00631,Shampoo,Beauty,22564.13,1,22564.13,10-10-2024,Wallet,3.2,October,2024,Thursday
ORD00632,Sneakers,Clothing,47288.95,1,47288.95,10-01-2025,Wallet,3.1,January,2025,Friday
ORD00633,Educational Book,Books,24537.79,3,73613.37,09-10-2024,Credit Card,1.6,October,2024,Wednesday
ORD00634,Smartwatch,Electronics,22226.76,5,111133.8,15-06-2024,Debit Card,4.7,June,2024,Saturday
ORD00635,Hair Dryer,Beauty,14103.34,2,28206.68,23-06-2024,COD,1.6,June,2024,Sunday
ORD00636,Sofa Cover,Home & Kitchen,19376.32,1,19376.32,22-09-2024,UPI,4.5,September,2024,Sunday
ORD00637,Educational Book,Books,41619.15,1,41619.15,11-05-2024,Debit Card,4.9,May,2024,Saturday
ORD00638,Cookware Set,Home & Kitchen,14084.61,3,42253.83,15-09-2024,Wallet,4.9,September,2024,Sunday
ORD00639,Smartwatch,Electronics,25935.66,5,129678.3,23-12-2024,Debit Card,3.7,December,2024,Monday
ORD00640,Smartwatch,Electronics,30657.64,5,153288.2,10-12-2024,Net Banking,4.8,December,2024,Tuesday
ORD00641,Dress,Clothing,13596.18,3,40788.54,06-07-2024,Credit Card,2.9,July,2024,Saturday
ORD00642,Hair Dryer,Beauty,28379.75,5,141898.75,03-12-2024,COD,4.4,December,2024,Tuesday
ORD00643,Dress,Clothing,12422.09,2,24844.18,05-04-2024,COD,3.4,April,2024,Friday
ORD00644,Shampoo,Beauty,18747.94,1,18747.94,31-10-2024,Net Banking,2.2,October,2024,Thursday
ORD00645,Smartwatch,Electronics,35524.56,1,35524.56,08-08-2024,UPI,2,August,2024,Thursday
ORD00646,T-Shirt,Clothing,36454.63,1,36454.63,21-06-2024,UPI,4.3,June,2024,Friday
ORD00647,Laptop,Electronics,23249.27,3,69747.81,28-09-2024,Credit Card,2.2,September,2024,Saturday
ORD00648,Shampoo,Beauty,48842.53,1,48842.53,12-05-2024,Net Banking,2.7,May,2024,Sunday
ORD00649,Tablet,Electronics,21881.01,1,21881.01,11-05-2024,Wallet,3.5,May,2024,Saturday
ORD00650,Educational Book,Books,38964.36,5,194821.8,29-10-2024,Wallet,3.9,October,2024,Tuesday
ORD00651,Sofa Cover,Home & Kitchen,1435.38,4,5741.52,24-03-2024,UPI,2,March,2024,Sunday
ORD00652,Laptop,Electronics,2536.16,5,12680.8,18-05-2024,COD,1.8,May,2024,Saturday
ORD00653,Headphones,Electronics,21992.38,5,109961.9,28-07-2024,Debit Card,3.9,July,2024,Sunday
ORD00654,Lipstick,Beauty,20194.2,2,40388.4,16-10-2024,Debit Card,3.1,October,2024,Wednesday
ORD00655,Jacket,Clothing,18789.81,3,56369.43,25-04-2024,Debit Card,2,April,2024,Thursday
ORD00656,Laptop,Electronics,33027.63,2,66055.26,31-08-2024,COD,1.5,August,2024,Saturday
ORD00657,Shampoo,Beauty,44953.24,5,224766.2,27-07-2024,Wallet,1.1,July,2024,Saturday
ORD00658,Jacket,Clothing,47047.23,5,235236.15,17-11-2024,Wallet,3,November,2024,Sunday
ORD00659,Headphones,Electronics,34358.78,3,103076.34,28-09-2024,Net Banking,2.4,September,2024,Saturday
ORD00660,Lipstick,Beauty,12779.59,5,63897.95,24-11-2024,Credit Card,2.8,November,2024,Sunday
ORD00661,Cookbook,Books,30878.47,5,154392.35,11-07-2024,UPI,2.5,July,2024,Thursday
ORD00662,Face Cream,Beauty,24227.24,1,24227.24,01-03-2024,Debit Card,2.7,March,2024,Friday
ORD00663,Jeans,Clothing,15282.31,4,61129.24,17-06-2024,Net Banking,2.1,June,2024,Monday
ORD00664,Lipstick,Beauty,46933.96,1,46933.96,03-06-2024,Debit Card,2.5,June,2024,Monday
ORD00665,Perfume,Beauty,14622.12,1,14622.12,02-01-2025,Credit Card,4.9,January,2025,Thursday
ORD00666,Cookbook,Books,34830.28,4,139321.12,13-11-2024,Credit Card,2.9,November,2024,Wednesday
ORD00667,Perfume,Beauty,43118.19,5,215590.95,17-01-2025,Net Banking,4,January,2025,Friday
ORD00668,Cookbook,Books,29885.36,3,89656.08,04-05-2024,Debit Card,4.1,May,2024,Saturday
ORD00669,Educational Book,Books,7728.33,5,38641.65,28-06-2024,COD,3.9,June,2024,Friday
ORD00670,Cookware Set,Home & Kitchen,36096.74,5,180483.7,22-01-2025,Net Banking,1.8,January,2025,Wednesday
ORD00671,T-Shirt,Clothing,19275.66,4,77102.64,17-04-2024,Net Banking,1.8,April,2024,Wednesday
ORD00672,Sofa Cover,Home & Kitchen,15387.59,4,61550.36,23-09-2024,Wallet,1,September,2024,Monday
ORD00673,Smartphone,Electronics,23806.64,1,23806.64,02-03-2024,Debit Card,2.5,March,2024,Saturday
ORD00674,Hair Dryer,Beauty,28568.97,1,28568.97,02-07-2024,Debit Card,1,July,2024,Tuesday
ORD00675,Laptop,Electronics,40753.52,1,40753.52,01-03-2024,Debit Card,4.2,March,2024,Friday
ORD00676,Tablet,Electronics,38571.81,4,154287.24,16-03-2024,COD,1.2,March,2024,Saturday
ORD00677,Smartphone,Electronics,25161.91,5,125809.55,04-05-2024,Wallet,3.4,May,2024,Saturday
ORD00678,Perfume,Beauty,12124.19,3,36372.57,21-11-2024,Debit Card,4.7,November,2024,Thursday
ORD00679,Educational Book,Books,2013.64,3,6040.92,13-03-2024,UPI,3.8,March,2024,Wednesday
ORD00680,Bedsheet,Home & Kitchen,6002.25,3,18006.75,04-10-2024,COD,3.5,October,2024,Friday
ORD00681,Self-Help Book,Books,31332.42,4,125329.68,08-09-2024,Credit Card,1.4,September,2024,Sunday
ORD00682,Bedsheet,Home & Kitchen,17539.19,1,17539.19,07-07-2024,Wallet,3.9,July,2024,Sunday
ORD00683,Fiction Novel,Books,14865.47,2,29730.94,23-08-2024,UPI,1.6,August,2024,Friday
ORD00684,Dress,Clothing,48130.6,5,240653,23-11-2024,UPI,4,November,2024,Saturday
ORD00685,Educational Book,Books,8970.27,3,26910.81,21-06-2024,COD,1.1,June,2024,Friday
ORD00686,Headphones,Electronics,14359.73,2,28719.46,22-06-2024,UPI,4.4,June,2024,Saturday
ORD00687,Perfume,Beauty,17009.73,4,68038.92,12-11-2024,Debit Card,3.7,November,2024,Tuesday
ORD00688,T-Shirt,Clothing,10385.24,2,20770.48,22-03-2024,UPI,4.7,March,2024,Friday
ORD00689,Tablet,Electronics,28261.1,2,56522.2,26-01-2025,Wallet,4.3,January,2025,Sunday
ORD00690,Jeans,Clothing,23320.94,2,46641.88,02-05-2024,Wallet,3.2,May,2024,Thursday
ORD00691,T-Shirt,Clothing,16038,5,80190,20-12-2024,Credit Card,2.3,December,2024,Friday
ORD00692,Sneakers,Clothing,43719.71,5,218598.55,12-11-2024,UPI,3.4,November,2024,Tuesday
ORD00693,Cookbook,Books,19669.48,2,39338.96,17-05-2024,Wallet,2,May,2024,Friday
ORD00694,Lipstick,Beauty,27396.01,1,27396.01,20-03-2024,COD,4.9,March,2024,Wednesday
ORD00695,Jacket,Clothing,13763.17,5,68815.85,22-05-2024,Wallet,3.6,May,2024,Wednesday
ORD00696,Cookware Set,Home & Kitchen,6421.63,2,12843.26,05-03-2024,Net Banking,1.5,March,2024,Tuesday
ORD00697,Self-Help Book,Books,4617.2,4,18468.8,19-03-2024,UPI,3.8,March,2024,Tuesday
ORD00698,T-Shirt,Clothing,6022.31,5,30111.55,09-08-2024,Credit Card,3.5,August,2024,Friday
ORD00699,Face Cream,Beauty,38968.52,4,155874.08,04-11-2024,Net Banking,3.9,November,2024,Monday
ORD00700,Laptop,Electronics,20435.34,5,102176.7,17-10-2024,Credit Card,3.8,October,2024,Thursday
ORD00701,Tablet,Electronics,25115.71,2,50231.42,18-08-2024,Wallet,2.5,August,2024,Sunday
ORD00702,Headphones,Electronics,36115.48,1,36115.48,13-04-2024,UPI,3,April,2024,Saturday
ORD00703,Table Lamp,Home & Kitchen,13372.74,2,26745.48,08-09-2024,Wallet,1.7,September,2024,Sunday
ORD00704,Educational Book,Books,32472.59,1,32472.59,27-03-2024,Wallet,1,March,2024,Wednesday
ORD00705,Fiction Novel,Books,12097.46,5,60487.3,21-05-2024,COD,4.2,May,2024,Tuesday
ORD00706,Cookbook,Books,34446.42,3,103339.26,27-02-2024,UPI,2.4,February,2024,Tuesday
ORD00707,Educational Book,Books,13420.4,4,53681.6,26-12-2024,COD,4.7,December,2024,Thursday
ORD00708,Comic Book,Books,20686.94,3,62060.82,26-12-2024,Wallet,4.1,December,2024,Thursday
ORD00709,Headphones,Electronics,29418.33,2,58836.66,30-07-2024,COD,3.3,July,2024,Tuesday
ORD00710,Self-Help Book,Books,6115.91,1,6115.91,14-05-2024,UPI,1.5,May,2024,Tuesday
ORD00711,Self-Help Book,Books,33404.12,3,100212.36,21-08-2024,Debit Card,2.7,August,2024,Wednesday
ORD00712,Jeans,Clothing,40046.19,2,80092.38,07-05-2024,UPI,1.2,May,2024,Tuesday
ORD00713,Self-Help Book,Books,22709.95,2,45419.9,24-10-2024,Credit Card,4,October,2024,Thursday
ORD00714,Fiction Novel,Books,22315.58,1,22315.58,08-09-2024,UPI,2.6,September,2024,Sunday
ORD00715,Jeans,Clothing,47608.93,1,47608.93,25-02-2024,UPI,4.2,February,2024,Sunday
ORD00716,Jacket,Clothing,19846.64,1,19846.64,09-08-2024,Net Banking,3.3,August,2024,Friday
ORD00717,Fiction Novel,Books,5975.89,3,17927.67,01-09-2024,UPI,4.8,September,2024,Sunday
ORD00718,Fiction Novel,Books,49409.89,4,197639.56,26-09-2024,Net Banking,4.1,September,2024,Thursday
ORD00719,Dress,Clothing,13885.05,5,69425.25,12-10-2024,Credit Card,3.5,October,2024,Saturday
ORD00720,Shampoo,Beauty,4080.78,3,12242.34,08-04-2024,Credit Card,4.9,April,2024,Monday
ORD00721,Headphones,Electronics,27306.31,3,81918.93,18-03-2024,Credit Card,3.8,March,2024,Monday
ORD00722,Cookware Set,Home & Kitchen,16580.24,5,82901.2,02-12-2024,Net Banking,4.6,December,2024,Monday
ORD00723,Comic Book,Books,12798.83,4,51195.32,06-11-2024,UPI,5,November,2024,Wednesday
ORD00724,Educational Book,Books,18574.12,1,18574.12,14-10-2024,Wallet,3.3,October,2024,Monday
ORD00725,Cookware Set,Home & Kitchen,30836.98,4,123347.92,14-02-2024,Wallet,1.1,February,2024,Wednesday
ORD00726,Sneakers,Clothing,48620.13,4,194480.52,21-07-2024,Debit Card,1.9,July,2024,Sunday
ORD00727,Cookbook,Books,16390.44,2,32780.88,12-08-2024,Credit Card,4.2,August,2024,Monday
ORD00728,Face Cream,Beauty,18862.01,3,56586.03,10-12-2024,Wallet,3,December,2024,Tuesday
ORD00729,Smartwatch,Electronics,11448.28,1,11448.28,04-08-2024,Net Banking,3.6,August,2024,Sunday
ORD00730,Hair Dryer,Beauty,24384.05,2,48768.1,26-07-2024,Debit Card,3,July,2024,Friday
ORD00731,Perfume,Beauty,18179.43,1,18179.43,20-03-2024,Wallet,4.3,March,2024,Wednesday
ORD00732,Cookware Set,Home & Kitchen,22430.51,1,22430.51,19-09-2024,Credit Card,4.5,September,2024,Thursday
ORD00733,Sofa Cover,Home & Kitchen,10241.78,2,20483.56,15-01-2025,Wallet,3.7,January,2025,Wednesday
ORD00734,Dress,Clothing,17800.74,3,53402.22,05-11-2024,Wallet,2.9,November,2024,Tuesday
ORD00735,Comic Book,Books,16174.96,5,80874.8,19-02-2024,Credit Card,4.9,February,2024,Monday
ORD00736,Cookware Set,Home & Kitchen,2370.61,5,11853.05,08-06-2024,Debit Card,3.1,June,2024,Saturday
ORD00737,Hair Dryer,Beauty,139.85,3,419.55,14-09-2024,UPI,2,September,2024,Saturday
ORD00738,Smartwatch,Electronics,2519.18,1,2519.18,01-12-2024,Net Banking,2.4,December,2024,Sunday
ORD00739,Hair Dryer,Beauty,32626.32,4,130505.28,21-10-2024,UPI,2.9,October,2024,Monday
ORD00740,Smartphone,Electronics,14636.55,3,43909.65,09-05-2024,Credit Card,3.6,May,2024,Thursday
ORD00741,Face Cream,Beauty,19549.44,5,97747.2,07-08-2024,Wallet,1.7,August,2024,Wednesday
ORD00742,Headphones,Electronics,37195.73,2,74391.46,28-11-2024,UPI,2.7,November,2024,Thursday
ORD00743,Sofa Cover,Home & Kitchen,34821.93,3,104465.79,20-10-2024,Credit Card,4.4,October,2024,Sunday
ORD00744,Lipstick,Beauty,28630.92,4,114523.68,18-01-2025,Credit Card,4.2,January,2025,Saturday
ORD00745,T-Shirt,Clothing,25059.36,5,125296.8,07-03-2024,UPI,2.4,March,2024,Thursday
ORD00746,Sofa Cover,Home & Kitchen,47795.34,1,47795.34,13-12-2024,COD,2.3,December,2024,Friday
ORD00747,Sneakers,Clothing,36918.2,4,147672.8,28-02-2024,Wallet,3.2,February,2024,Wednesday
ORD00748,Lipstick,Beauty,3394.38,3,10183.14,26-06-2024,UPI,3.5,June,2024,Wednesday
ORD00749,Smartphone,Electronics,11142.38,5,55711.9,07-08-2024,Credit Card,3.3,August,2024,Wednesday
ORD00750,Cookware Set,Home & Kitchen,18602.85,5,93014.25,25-10-2024,UPI,4.3,October,2024,Friday
ORD00751,Jacket,Clothing,13557.11,5,67785.55,25-05-2024,Net Banking,1.3,May,2024,Saturday
ORD00752,Mixer Grinder,Home & Kitchen,13559.18,1,13559.18,11-08-2024,Debit Card,1,August,2024,Sunday
ORD00753,Tablet,Electronics,41926.03,2,83852.06,01-02-2025,COD,3.6,February,2025,Saturday
ORD00754,Lipstick,Beauty,12930.46,4,51721.84,30-12-2024,Net Banking,1.9,December,2024,Monday
ORD00755,Laptop,Electronics,37355.59,3,112066.77,08-07-2024,Wallet,1.7,July,2024,Monday
